title,date,pros,cons,company,ticker,property_type,scrape_date,glassdoor_url,pros_raw,pros_cleaned,cons_raw,cons_cleaned,title_raw,title_cleaned,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_label,lm_positive_count,lm_negative_count,lm_net_score
"Great company for agile, hard-workers",2023-08-01,"Prologis is truly a world-class organization. The CEO and Founder, Hamid is a industry visionary, helping Prologis to become the global leader in industrial real estate. He leads with a confidence and thoughtfulness that inspires. On a more micro level, the individual support is excellent. The office community is friendly and helpful, with an excellent balance of hard work and fun. If you are a strong, hard-working person, you will succeed here. Folks who are not naturally driven would likely struggle.","Development work can be stressful, but that's an industry issue, not a company issue. The company is strongly focused on innovation. However, we tend to roll out initiatives before they're thoroughly tested. Instead of adopting feedback readily, it can be a painful process to provide feedback on a failed initiative during launch with leadership requesting that you ""prove your case"" instead of taking more formal note of feedback during early launch or testing. Too many of these processes add work without value and tasks to an already complicated workday.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis is truly a world-class organization. The CEO and Founder, Hamid is a industry visionary, helping Prologis to become the global leader in industrial real estate. He leads with a confidence and thoughtfulness that inspires. On a more micro level, the individual support is excellent. The office community is friendly and helpful, with an excellent balance of hard work and fun. If you are a strong, hard-working person, you will succeed here. Folks who are not naturally driven would likely struggle.",prolog truli world class ceo hamid industri help prolog becom global leader industri real lead confid thought micro individu support offic commun friendli excel balanc hard hard succeed folk natur driven like,"Development work can be stressful, but that's an industry issue, not a company issue. The company is strongly focused on innovation. However, we tend to roll out initiatives before they're thoroughly tested. Instead of adopting feedback readily, it can be a painful process to provide feedback on a failed initiative during launch with leadership requesting that you ""prove your case"" instead of taking more formal note of feedback during early launch or testing. Too many of these processes add work without value and tasks to an already complicated workday.",develop industri strongli focus tend roll initi thoroughli instead adopt feedback pain process provid feedback fail initi launch leadership request prove case instead take formal note feedback earli launch mani process add without valu task alreadi complic,"Great company for agile, hard-workers",great hard worker,0.16379128396511078,0.018254287540912628,0.8179544806480408,0.14553698897361755,neutral,0,0,0.0
Good company to work for,2025-01-12,Cares about employees well being and development,Little opportunity for upward mobility,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Cares about employees well being and development,care employe well develop,Little opportunity for upward mobility,littl opportun upward mobil,Good company to work for,good,0.3461100161075592,0.011664979159832,0.6422249674797058,0.3344450294971466,neutral,0,0,0.0
Walking the Walk with Culture and Values,2024-10-04,"- Incredibly kind, passionate people -Commitment and action related to ESG, as well as diversity, equity, inclusion and belonging - Focus on embracing change and doing things differently","- Leaders don't effectively model a healthy work-life balance - Health insurance options are surprisingly very limited given company size - The company lives by innovation, but at times decisions feel more influenced by leaders' personal preferences","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"- Incredibly kind, passionate people -Commitment and action related to ESG, as well as diversity, equity, inclusion and belonging - Focus on embracing change and doing things differently",incred passion commit action relat well inclus belong focu embrac chang thing differ,"- Leaders don't effectively model a healthy work-life balance - Health insurance options are surprisingly very limited given company size - The company lives by innovation, but at times decisions feel more influenced by leaders' personal preferences",leader effect model healthi life balanc health insur option surprisingli limit given size live time decis feel influenc leader person prefer,Walking the Walk with Culture and Values,walk walk cultur valu,0.1689470261335373,0.015765130519866943,0.8152878284454346,0.15318189561367035,neutral,0,0,0.0
10/10 company to work for,2025-09-18,"Company culture, career advancement/upward mobility, seamless cross team communication, trust instilled in employees","None come to mind, truly a great place to work!","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Company culture, career advancement/upward mobility, seamless cross team communication, trust instilled in employees",career advanc upward seamless cross team trust instil employe,"None come to mind, truly a great place to work!",none come truli great place,10/10 company to work for,,0.06908513605594635,0.01332805585116148,0.9175868034362793,0.055757079273462296,neutral,0,0,0.0
"Great culture, teams run lean, growth opportunities limited",2025-11-06,Great culture - collaborative and generally good people Team runs lean so you get do own more but means hard work and long hours (potentially),"Growth opportunities limited, some managers need work","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Great culture - collaborative and generally good people Team runs lean so you get do own more but means hard work and long hours (potentially),great cultur collabor gener good team run lean mean hard long hour potenti,"Growth opportunities limited, some managers need work",growth opportun manag need,"Great culture, teams run lean, growth opportunities limited",great team run growth opportun limit,0.4098680913448334,0.015145843848586082,0.5749860405921936,0.39472225308418274,neutral,0,0,0.0
"Great place to work, awesome culture, and innovative company",2024-09-04,"Prologis is a great place to work and leader in the industry. Our leadership team drives a thriving, focused culture to perform and meet / exceed market expectations","As with any company, remote and spread out working makes community harder but Prologis seeks to pull together virtually as best possible with initiatives like our IMPACT days.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis is a great place to work and leader in the industry. Our leadership team drives a thriving, focused culture to perform and meet / exceed market expectations",prolog great place leader leadership team drive focus cultur perform meet exceed market expect,"As with any company, remote and spread out working makes community harder but Prologis seeks to pull together virtually as best possible with initiatives like our IMPACT days.",remot spread make commun harder prolog seek pull togeth virtual best possibl initi impact,"Great place to work, awesome culture, and innovative company",great place awesom innov,0.18087220191955566,0.011800027452409267,0.8073278069496155,0.16907218098640442,neutral,0,0,0.0
Takes great care of employees,2024-09-05,"Lots of perks including great benefits, team building events, culture, etc","Since it is a global company, policies sometimes seem politically driven","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Lots of perks including great benefits, team building events, culture, etc",lot perk includ great team build etc,"Since it is a global company, policies sometimes seem politically driven",sinc global polici sometim seem polit driven,Takes great care of employees,take great care employe,0.8010784387588501,0.01219638530164957,0.1867251992225647,0.7888820767402649,positive,0,0,0.0
Excellent Company,2024-09-12,"Prologis provides employees with resources and trust to succeed. The people at Prologis are intelligent, approachable, and professional. Everyone cares about doing the right thing and has a competitive spirit for success.",The performance rating scale can be difficult to understand.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis provides employees with resources and trust to succeed. The people at Prologis are intelligent, approachable, and professional. Everyone cares about doing the right thing and has a competitive spirit for success.",prolog provid employe resourc trust prolog everyon care right thing competit spirit,The performance rating scale can be difficult to understand.,perform scale difficult,Excellent Company,excel,0.07857097685337067,0.014402595348656178,0.9070263504981995,0.06416837871074677,neutral,0,0,0.0
Energizing People and Portfolios,2025-06-13,"Working at Prologis has been one of the most rewarding experiences of my career. The company truly values both its clients and employees, and that shows up in everything we do. What I appreciate most is how grounded we are in our core values of integrity, accountability, passion and teamwork while always looking ahead and embracing change. I’ve felt empowered to ask bold questions, bring new ideas forward and collaborate with incredibly thoughtful and driven teammates. The culture here is proactive, supportive and genuinely human. Prologis doesn't just talk about making an impact, we live it every day together","Prologis moves at such a fast pace and sets a high bar for performance, it can take time to adjust if you're new to the industry or not used to cross-functional collaboration. The environment expects proactive thinking, which is incredibly rewarding, but also requires you to stay sharp and flexible.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Working at Prologis has been one of the most rewarding experiences of my career. The company truly values both its clients and employees, and that shows up in everything we do. What I appreciate most is how grounded we are in our core values of integrity, accountability, passion and teamwork while always looking ahead and embracing change. I’ve felt empowered to ask bold questions, bring new ideas forward and collaborate with incredibly thoughtful and driven teammates. The culture here is proactive, supportive and genuinely human. Prologis doesn't just talk about making an impact, we live it every day together",prolog reward experi truli valu client show everyth appreci ground core valu passion teamwork alway look ahead embrac felt empow ask bold bring new idea forward collabor incred thought driven cultur support genuin prolog talk make live everi day togeth,"Prologis moves at such a fast pace and sets a high bar for performance, it can take time to adjust if you're new to the industry or not used to cross-functional collaboration. The environment expects proactive thinking, which is incredibly rewarding, but also requires you to stay sharp and flexible.",prolog move fast pace set high bar take adjust new industri use cross function environ expect proactiv incred requir stay sharp,Energizing People and Portfolios,energ portfolio,0.18445062637329102,0.014724195003509521,0.8008251190185547,0.1697264313697815,neutral,0,0,0.0
Yes- It really is one of the best places to work,2024-09-13,"The people are great to work with and have genuine engagement and are excited to be at work. It seems like a smaller company, as an employee you feel like your wellbeing is a priority.","There are times when the work life balance can be off, but that's not a consistent event, but has to do with the inevitability of uneven workload over the course of the year.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"The people are great to work with and have genuine engagement and are excited to be at work. It seems like a smaller company, as an employee you feel like your wellbeing is a priority.",great genuin engag excit seem smaller feel wellb,"There are times when the work life balance can be off, but that's not a consistent event, but has to do with the inevitability of uneven workload over the course of the year.",time life balanc consist inevit uneven workload cours,Yes- It really is one of the best places to work,ye realli best place,0.319823682308197,0.028430098667740822,0.6517462730407715,0.29139357805252075,neutral,0,0,0.0
Amazing place to work!,2025-07-01,"Beautiful offices all over the world Great culture and leaders Smart people, lots of innovators Opportunities to grow or move around the company",Middle management could use more training Upper management could encourage more of a work/life balance,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Beautiful offices all over the world Great culture and leaders Smart people, lots of innovators Opportunities to grow or move around the company",beauti offic world great cultur leader smart lot innov opportun grow move around,Middle management could use more training Upper management could encourage more of a work/life balance,middl manag use train upper manag encourag life balanc,Amazing place to work!,amaz place,0.2355733960866928,0.013303571380674839,0.7511230111122131,0.22226981818675995,neutral,0,0,0.0
Fun place to work,2024-10-13,"Smart people, wide variety of things to be involved in, flexible culture","Fast-paced, but I enjoy that","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Smart people, wide variety of things to be involved in, flexible culture",smart wide varieti thing involv flexibl cultur,"Fast-paced, but I enjoy that",fast enjoy,Fun place to work,fun place,0.10869469493627548,0.011855934746563435,0.8794494271278381,0.09683875739574432,neutral,0,0,0.0
A company to grow with,2024-09-13,"- working with colleagues who really feel like a second family - lots of opportunity to learn and grow within the company. There are people in this organization who are 10+, 15+ and even 20+ years here; they are a wealth of knowledge - Prologis embraces change and innovatoin - constantly adapting and trying new things before others in the industry. - Fun, diverse environment where I feel comfortable to voice my opinion and thoughts at any level and know I will be heard. - No day is the same - promotes a work-life balance with PTO and 3 summer 1/2 days. -encourages volunteer work and Prologis Impact Day","- the work ebbs and flows, some days do feel heavier.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"- working with colleagues who really feel like a second family - lots of opportunity to learn and grow within the company. There are people in this organization who are 10+, 15+ and even 20+ years here; they are a wealth of knowledge - Prologis embraces change and innovatoin - constantly adapting and trying new things before others in the industry. - Fun, diverse environment where I feel comfortable to voice my opinion and thoughts at any level and know I will be heard. - No day is the same - promotes a work-life balance with PTO and 3 summer 1/2 days. -encourages volunteer work and Prologis Impact Day",colleagu realli feel second famili lot opportun learn grow within organ even year wealth knowledg prolog embrac chang innovatoin constantli adapt tri new thing other divers environ feel comfort voic opinion thought level know day promot life balanc pto summer encourag volunt prolog impact day,"- the work ebbs and flows, some days do feel heavier.",ebb day feel,A company to grow with,grow,0.1832302212715149,0.01491558738052845,0.8018541932106018,0.1683146357536316,neutral,0,0,0.0
Acquisitions and Development Analyst,2025-09-04,"- Lots of responsibility given to their employees. Team provides you lots of real, impactful work. - As an analyst in your first year, you can be playing a significant role on very large transactions. - Incredibly supportive culture that helps you learn and is open to you asking questions (incredibly rare to find in finance facing roles). - Unbelievable exposure to wide range of business lines. - Be at the cusp of innovation with the commercial real estate business, AI in real estate, ect.",- Lots of quarterly projects that the analysts have to handle and complete due to being a large public company.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"- Lots of responsibility given to their employees. Team provides you lots of real, impactful work. - As an analyst in your first year, you can be playing a significant role on very large transactions. - Incredibly supportive culture that helps you learn and is open to you asking questions (incredibly rare to find in finance facing roles). - Unbelievable exposure to wide range of business lines. - Be at the cusp of innovation with the commercial real estate business, AI in real estate, ect.",lot respons given team provid lot impact analyst first play signific role larg incred support cultur help learn open ask question incred rare find financ face role unbeliev exposur wide rang busi cusp innov commerci real estat ai real,- Lots of quarterly projects that the analysts have to handle and complete due to being a large public company.,lot quarterli project analyst handl complet due larg public,Acquisitions and Development Analyst,acquisit develop analyst,0.11822439730167389,0.02404821664094925,0.8577273488044739,0.09417618066072464,neutral,0,0,0.0
The type of company you want to work at for decades,2025-09-05,"Dedicated, brilliant and engaged leadership team, amazing work-life balance, competitive pay and agile teams.","Not necessarily a con because it is just a part of being at such a fast-growing company, but there could be strong communication across business lines. This is something that the company is clearly working on as a part of its strategic growth of new business lines.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Dedicated, brilliant and engaged leadership team, amazing work-life balance, competitive pay and agile teams.",brilliant engag leadership amaz life competit pay agil,"Not necessarily a con because it is just a part of being at such a fast-growing company, but there could be strong communication across business lines. This is something that the company is clearly working on as a part of its strategic growth of new business lines.",necessarili con part fast grow strong commun across busi someth clearli part strateg growth new busi,The type of company you want to work at for decades,type want decad,0.12327036261558533,0.011299900710582733,0.8654297590255737,0.1119704619050026,neutral,0,0,0.0
A job,2024-08-26,You get paid on time,The company is full of people who don't know how to do their jobs.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,You get paid on time,paid,The company is full of people who don't know how to do their jobs.,full know,A job,,0.08401534706354141,0.03662575036287308,0.8793588876724243,0.047389596700668335,neutral,0,0,0.0
Would give 6 stars if I could,2025-03-19,"- Smart, caring leaders - Interesting work - Fantastic culture","- So much to do, so little time - Meeting heavy","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"- Smart, caring leaders - Interesting work - Fantastic culture",care leader interest fantast cultur,"- So much to do, so little time - Meeting heavy",much littl meet heavi,Would give 6 stars if I could,give star,0.055258408188819885,0.01908513903617859,0.9256564378738403,0.036173269152641296,neutral,0,0,0.0
So many opportunities!,2025-09-15,-Supportive and collaborative colleagues -Wide range of career growth opportunities -Excellent benefits package -Engaging and enjoyable office events -Modern and well-designed office spaces -Leadership that genuinely values and supports employees,"I'm still fairly new, so no cons so far...","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,-Supportive and collaborative colleagues -Wide range of career growth opportunities -Excellent benefits package -Engaging and enjoyable office events -Modern and well-designed office spaces -Leadership that genuinely values and supports employees,support collabor colleagu wide rang career growth opportun excel benefit packag engag enjoy offic event modern well design offic space leadership genuin valu support employe,"I'm still fairly new, so no cons so far...",still fairli con,So many opportunities!,mani,0.19374710321426392,0.010914121754467487,0.7953387498855591,0.1828329861164093,neutral,2,0,0.08
THE BEST PLACE TO WORK..,2024-09-13,"Prologis is more than just a workplace; it feels like going to your own office, where your voice and opinions truly matter. As a global leader in logistics real estate, Prologis fosters a culture of innovation, diversity, and inclusion, ensuring that everyone can contribute meaningfully. The company’s commitment to sustainability and community involvement allows employees to make a positive impact. With strong career growth opportunities, a supportive environment, and a focus on work-life balance, Prologis is a place where you can bring your true self and thrive both personally and professionally.","If you work at Prologis, you'll be so spoiled, no other company will ever measure up! You'll wonder how you ever settled for anything less. 😄","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis is more than just a workplace; it feels like going to your own office, where your voice and opinions truly matter. As a global leader in logistics real estate, Prologis fosters a culture of innovation, diversity, and inclusion, ensuring that everyone can contribute meaningfully. The company’s commitment to sustainability and community involvement allows employees to make a positive impact. With strong career growth opportunities, a supportive environment, and a focus on work-life balance, Prologis is a place where you can bring your true self and thrive both personally and professionally.",prolog workplac feel go voic opinion truli global leader logist real prolog foster cultur ensur everyon contribut commit sustain commun involv allow employe posit strong career growth support focu life prolog place bring true self thrive person,"If you work at Prologis, you'll be so spoiled, no other company will ever measure up! You'll wonder how you ever settled for anything less. 😄",ever measur wonder ever settl anyth,THE BEST PLACE TO WORK..,best place,0.26479196548461914,0.011860978789627552,0.7233470678329468,0.25293099880218506,neutral,2,0,0.05405405405405406
Continuing excellence,2025-09-28,"The workplace community and colleagues is one Prologis' greatest strengths. Everyone is expected to work hard, but doing so with a team you value makes a big difference. Innovation is a constant - team members are encouraged and expected to try what has not been done before.",Prologis is not for employees looking for a static environment.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"The workplace community and colleagues is one Prologis' greatest strengths. Everyone is expected to work hard, but doing so with a team you value makes a big difference. Innovation is a constant - team members are encouraged and expected to try what has not been done before.",workplac commun colleagu prolog greatest everyon expect team valu make big innov constant team member encourag expect tri done,Prologis is not for employees looking for a static environment.,prolog employe look static,Continuing excellence,continu excel,0.2542361319065094,0.019310247153043747,0.7264536023139954,0.23492588102817535,neutral,0,0,0.0
Prologis is a great place to work!,2025-06-13,"Culture - It's the reason I am still here after almost 13yrs. People - You will be challenged and pushed as you are surrounded by truly the best in the industry. Expect change, its a differentiator for us and our people and its constant... which means you will always be learnign something new. Innovative - We welcome new ideas and are eager to find better ways of doing things. This is a culture that welcomes innovative ideas that challenge the status quo. Offices - The offices are all newly remodeled and provide a welcoming, unique feel that attracts top talent in the markets we serve. Inclusive - We have an incredibly diverse workforce which provides a welcoming and inclusive work environment where all voices are welcomed and heard.","Challenging/Expect Constant Change - Not for everyone as we are looking for people who are willing to push themselves to maximize their potential and grow together. This is a place to create a career, not just have a job.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Culture - It's the reason I am still here after almost 13yrs. People - You will be challenged and pushed as you are surrounded by truly the best in the industry. Expect change, its a differentiator for us and our people and its constant... which means you will always be learnign something new. Innovative - We welcome new ideas and are eager to find better ways of doing things. This is a culture that welcomes innovative ideas that challenge the status quo. Offices - The offices are all newly remodeled and provide a welcoming, unique feel that attracts top talent in the markets we serve. Inclusive - We have an incredibly diverse workforce which provides a welcoming and inclusive work environment where all voices are welcomed and heard.",cultur reason still almost challeng push surround truli best expect differenti us mean alway learnign someth innov welcom new idea eager find better way cultur welcom innov idea challeng statu offic offic newli remodel provid uniqu feel attract top talent market inclus incred divers workforc provid welcom inclus environ voic welcom,"Challenging/Expect Constant Change - Not for everyone as we are looking for people who are willing to push themselves to maximize their potential and grow together. This is a place to create a career, not just have a job.",challeng expect constant chang everyon look will push maxim potenti grow place creat,Prologis is a great place to work!,prolog great place,0.21018067002296448,0.012036611326038837,0.777782678604126,0.1981440633535385,neutral,0,0,0.0
Time Flies when you love what you do,2025-06-12,"It’s true—time flies when you enjoy what you’re doing. The work is meaningful, the team is supportive, and the culture is collaborative and inclusive. What makes it even more rewarding is the real impact we have on the communities we serve. Grateful to be part of something that matters.","Lean organization with limited career advancement opportunities, but offers strong learning experiences and personal growth.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"It’s true—time flies when you enjoy what you’re doing. The work is meaningful, the team is supportive, and the culture is collaborative and inclusive. What makes it even more rewarding is the real impact we have on the communities we serve. Grateful to be part of something that matters.",true fli enjoy team cultur collabor make even reward real impact commun grate part someth,"Lean organization with limited career advancement opportunities, but offers strong learning experiences and personal growth.",lean organ limit career advanc offer strong learn experi person,Time Flies when you love what you do,fli love,0.20521660149097443,0.013800516724586487,0.7809828519821167,0.19141608476638794,neutral,0,0,0.0
Thriving in a Supportive and Dynamic Work Environment,2025-03-24,"Fantastic company that values it's employees, fostering a positive and inclusive workplace. One of the stand-out aspects is the leadership - management genuinely cares about employees well being and professional development. The work environment is dynamic and inspiring with a perfect balance of professionalism and teamwork.",Based on my experience there are no cons for me working here at Prologis.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Fantastic company that values it's employees, fostering a positive and inclusive workplace. One of the stand-out aspects is the leadership - management genuinely cares about employees well being and professional development. The work environment is dynamic and inspiring with a perfect balance of professionalism and teamwork.",fantast valu foster posit inclus stand aspect leadership manag genuin care employe well profession environ dynam inspir perfect balanc profession,Based on my experience there are no cons for me working here at Prologis.,base experi con,Thriving in a Supportive and Dynamic Work Environment,thrive support dynam environ,0.1379571408033371,0.016734464094042778,0.8453083634376526,0.12122267484664917,neutral,0,0,0.0
Why I Chose Prologis,2024-10-04,"Prologis remains the best employer I have worked for. I started as temp nearly 12 years ago and within my first week I decided that I wanted to work for and retire from this company. Luckily they wanted me as much as I wanted them. The culture, values and commitment to excellence were evident then and continue to be so today. The sense of pride I continue to feel in our shared values - integrity, mentorship, passion, accountability, courage and teamwork - is why I stay. It is a rare opportunity to find a company that aligns so closely with one's personal values.",After 12 years of employment here the pros heavily outweigh the cons. The pace for professional advancement - especially on the operations side of our business is slow and often frustrating. Opportunities for promotions are not easy to come by.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis remains the best employer I have worked for. I started as temp nearly 12 years ago and within my first week I decided that I wanted to work for and retire from this company. Luckily they wanted me as much as I wanted them. The culture, values and commitment to excellence were evident then and continue to be so today. The sense of pride I continue to feel in our shared values - integrity, mentorship, passion, accountability, courage and teamwork - is why I stay. It is a rare opportunity to find a company that aligns so closely with one's personal values.",prolog remain best work start temp nearli year ago within first week decid want retir luckili want much want valu commit excel evid continu sens pride continu feel share valu courag teamwork rare opportun find align close person,After 12 years of employment here the pros heavily outweigh the cons. The pace for professional advancement - especially on the operations side of our business is slow and often frustrating. Opportunities for promotions are not easy to come by.,year employ pro heavili outweigh pace profession advanc especi oper side busi slow often opportun promot easi come,Why I Chose Prologis,chose prolog,0.23915085196495056,0.018561076372861862,0.7422880530357361,0.2205897718667984,neutral,0,0,0.0
"Great company, people and culture",2024-09-06,* Work is interesting and makes an impact on the world * People are great * Leadership is accessible and engaged * Strong culture * World-class offices,"Work/life balance can be a challenge but given the pace of our world and how technology has blurred the lines between work and home, I think this is the case for most corp jobs. The modern way of working means it can be tough to unplug and keep the work moving forward.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,* Work is interesting and makes an impact on the world * People are great * Leadership is accessible and engaged * Strong culture * World-class offices,interest make impact world great leadership access engag strong cultur world class offic,"Work/life balance can be a challenge but given the pace of our world and how technology has blurred the lines between work and home, I think this is the case for most corp jobs. The modern way of working means it can be tough to unplug and keep the work moving forward.",life balanc challeng given pace world technolog blur line think case corp modern way mean tough unplug keep move,"Great company, people and culture",great cultur,0.2764517366886139,0.009095028974115849,0.7144532799720764,0.2673566937446594,neutral,1,0,0.07692307692307693
"Strong culture, great people",2024-09-22,Strong company culture. Very talented and dedicated people who are great to work with.,Work life balance is tough at times but not always.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Strong company culture. Very talented and dedicated people who are great to work with.,strong talent dedic great,Work life balance is tough at times but not always.,life balanc tough time,"Strong culture, great people",strong great,0.35903891921043396,0.010045478120446205,0.6309155821800232,0.3489934504032135,neutral,1,0,0.25
Good place to work,2025-04-03,"The company is full of smart, high performing people.",The workload and pace can be exhausting,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"The company is full of smart, high performing people.",full high perform,The workload and pace can be exhausting,workload pace exhaust,Good place to work,good place,0.38154131174087524,0.08276648074388504,0.5356921553611755,0.2987748384475708,neutral,0,0,0.0
"A Phenomenal Place to Work: Prologis, Leading the Future of Logistics Real Estate",2024-10-07,"Working at Prologis is an incredible experience! The company’s forward-thinking leadership is truly inspiring, with a clear vision of transforming the logistics real estate industry. Management here doesn’t just support—they actively encourage innovation, and every day you feel like you're part of something that's reshaping the future. If you're looking for a company where innovation meets opportunity, with a supportive team that genuinely cares, Prologis is the place to be. I couldn’t be more proud to contribute to a company that's constantly evolving and always leading from the front!","Its not for an average 9-5'er, Its a very high performing team. You will be pushed to grow, think outside of the box, accept change and be a champion of it - a way maker!","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Working at Prologis is an incredible experience! The company’s forward-thinking leadership is truly inspiring, with a clear vision of transforming the logistics real estate industry. Management here doesn’t just support—they actively encourage innovation, and every day you feel like you're part of something that's reshaping the future. If you're looking for a company where innovation meets opportunity, with a supportive team that genuinely cares, Prologis is the place to be. I couldn’t be more proud to contribute to a company that's constantly evolving and always leading from the front!",prolog incred forward think leadership truli clear vision transform logist real estat manag support activ encourag everi day feel part someth reshap look innov meet support team genuin prolog place proud contribut constantli evolv alway lead,"Its not for an average 9-5'er, Its a very high performing team. You will be pushed to grow, think outside of the box, accept change and be a champion of it - a way maker!",averag high perform push think outsid accept chang champion way,"A Phenomenal Place to Work: Prologis, Leading the Future of Logistics Real Estate",phenomen place lead futur logist real estat,0.12073615938425064,0.02080916427075863,0.858454704284668,0.09992699325084686,neutral,0,0,0.0
Over 2 decades of job satisfaction,2024-10-07,"I love the company culture, the benefits, and the fact that we are constantly leading the industry in how we operate and strive to keep our customers happy.","Part of being a leader in the industry means a lot of initiatives, change, testing and scrapping ideas, data collection -- it's a busy place!","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"I love the company culture, the benefits, and the fact that we are constantly leading the industry in how we operate and strive to keep our customers happy.",love fact constantli lead industri oper strive keep custom,"Part of being a leader in the industry means a lot of initiatives, change, testing and scrapping ideas, data collection -- it's a busy place!",part leader industri mean lot test scrap data collect busi,Over 2 decades of job satisfaction,decad satisfact,0.12198083847761154,0.017921213060617447,0.8600978851318359,0.1040596216917038,neutral,0,0,0.0
"Not too good, Not too bad",2025-10-31,"Work-life balance is great, lots of PTO and holidays, rarely working a full 40 hours, great office location, and perks","Very lean company with lots of turnover, constant reshuffling of department structure, fast-paced, and very easy to get behind","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Work-life balance is great, lots of PTO and holidays, rarely working a full 40 hours, great office location, and perks",life balanc lot pto rare full great offic perk,"Very lean company with lots of turnover, constant reshuffling of department structure, fast-paced, and very easy to get behind",lean lot constant reshuffl depart fast easi behind,"Not too good, Not too bad",bad,0.09534461051225662,0.019919833168387413,0.8847355842590332,0.07542477548122406,neutral,0,0,0.0
