title,rating,date,pros,cons,company,ticker,property_type,scrape_date,glassdoor_url
No balance,1.0,"Jul 22, 2024",great co-workers in the department,no life-work balance. lots of overtime work and top management has no appreciation of accountants,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Great Place to Work,4.0,"Mar 15, 2024",Super nice people that give you the autonomy to do your job.,Pay is not the best,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
A Truly Great Place to Work,5.0,"Dec 25, 2023",A strong diverse executive team has led the company to be a fun and rewarding experience. This company is not static and continues to identify ways to grow to meet the needs of its employees.,Management teams are spread thin making things stressful at times.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
,2.0,"Jan 26, 2024",People are the best part,Low salary. Promote only favorites.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Senior Management Not intouch,2.0,"Apr 6, 2023","It's a job, lower level employees very friendly",Upper Level Management was so removed from Mall Level Managemnt. Pressure was on cut back. Cut backs are fine as long as you have place to cut back we did not. HR upper level management was not approachable. They hired diversity management company and you had to conform. I would never work for CBL. Go to their competitors. They treat us better.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Outdated HR Policies,3.0,"Jul 16, 2023",Gained a lot of experience.,"Outdated HR policies that I hope have changed since I was there. Zero weeks of vacation for the first year of employment and ONE week of vacation for the second year, regardless of experience.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
"Many good people, management at the top is exceptionally disconnected.",2.0,"Dec 10, 2014","There are some fabulous people that work at this company. If you're lucky to have a strong boss, you'll be shielded from much of the nonsense that goes on and actually be able to be productive and have individual growth.","Corporate is clueless and quite disorganized. There are distinct cliques and ""favorites"" and a resistance to inclusion on many levels. I was actually at meetings where there was not a single female speaker featured and there was an exceptional celebration of sports coaches from Utah and of sports in general (I don't mind sports, but when that is ALL that is featured, it gets old). They will tout how important family is, however, they have no compunction about forcing work/travel on weekends without giving any comp time in exchange, which is just silly. I truly feel that the only reason one of the larger developers haven't done a take over of this company is that it would be too much work to sell the 50 ugly properties in order to secure the 15 solid ones and the 25 so-so ones. The IT department has a stranglehold and will actually actively discourage or tell VP level managers no to simple requests because they are quite convinced that they'll be hacked. And if you'd like to have a career path there - good luck. There is minimal opportunity for growth.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
CBL Properties,3.0,"Jul 23, 2023",CBL offers much corporate support,CBL does not offer remote roles,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Loved my experience with CBL!,5.0,"Jun 15, 2023","Tight-knit teams, family-like atmosphere, good benefits, opportunity for growth",We used Microsoft teams - haha!,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Great company to work for,5.0,"May 12, 2023",This job has plenty of opportunities to grow!,There are some mandatory holidays to work,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Your experience depends on who you report to.,3.0,"May 3, 2023",Great field level team Flexibility when needed,High pressure Pay isn't always competitive,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
"When it's good, it's all good, but when it's bad-look out!",2.0,"Oct 6, 2014",They are a very family oriented company. They have great relationships within the company. I feel like I have been compensated very generously.,"They focus too much on ROI! They need to extinguish the realtionship with ERMC that is slowly sucking the life out of our properties. Everyone rushes to make everything look pretty when we have a property review when in reality the property has their hands locked and not able to do what it takes to make the property look nice and run smoothly through out the year. Some regionals seldom visit properties and dont offer the help that we need. U feel like you are own your own! They promote people to higher positions that people in the field know of significant wrongs they have made yet go unnoticed. It's like if you click with them, your automatically in! There has been times, us in the field has sat begging for help and would get no emails, no nothing back-we would start working with each other because of no responses, yet this person got promoted?? I've seen too many times, regionals start with a project only for it to get dropped by the waist side!",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Great Place to Work,5.0,"Mar 14, 2023","Company pulled through bankruptcy + Covid and has positioned itself for the future. Great team of hardworking people, and executives who actually care.","Outdated pto + leave policies, no room for advancement outside of Chattanooga",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
,2.0,"Feb 21, 2022",Well established retail REIT. Good people Decent place to get some fundamental experience.,"Nepotism at its finest. Just look at leadership masthead. Conservative in development and redevelopment possibilities and very slow to change. This has almost cost them everything. Their heyday was in 70s-early 2000. The last 20 years has been denial of changing consumer and retail needs. Lack of opportunities. Many good and talented people left especially if not from Chattanooga. If local it’s one of very few public employers in town (the only Real Estate) Employees know that and so does company, so many stay because it’s the only thing around.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
