title,rating,date,pros,cons,company,ticker,scrape_date,glassdoor_url
lol company,1.0,"Aug 7, 2024",Thrive on chaos and hair loss?? Perfect job for you!,Crave job security? Want a collaborative and communicative environment? How about an inclusive open ended positive culture? Don’t look here because you’ll stay wishing and desiring for a decent job and work environment.,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Great company,5.0,"Jul 25, 2024",Great great service they treat you do good love angle,The are very good to the customer,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Worst Place To Work,2.0,"Jul 25, 2024",Set schedule. No nights. Competitive pay.,Gross Mismanagement In Upper Management. Hostile work environment. No help when requested. Obscene workload.,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Manager of property,5.0,"Jul 2, 2024",I love my job sometimes it's very busy but I'm always trying to find something to do.,There no cons for the company,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Great company to work for!,5.0,"Nov 15, 2023","I have been with NSA Storage for over two years now. I have been a property manager as well as an area manager. The company culture thrives on teamwork! Employees are treated with value and respect. The entire organization, from top to bottom, embraces our core values. Goals are prioritized and everyone has a clear vision of where we are and where we are headed. Internal growth is heavily promoted within the company.","There is a lot of growth and change within the company. Some may view this as a downside but I love it. The old adage ""if a company is not growing then it is dying"" applies here.",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Great benefits and supportive leadership,3.0,"Jul 18, 2024",Great benefits and supportive leadership,Low pay ranges across the board,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Awesome JOB!!!!!!!,5.0,"Jun 22, 2024",Easy going and easy to do.,There is nothing that I can think of that is a con,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
A great company to work for,5.0,"May 30, 2024","Training was paid and informative, flexible on scheduling, very team based style workplace",None that I can think of,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
"Wonderful, Marvelously attentive",5.0,"Jan 17, 2024","Angela for one ( called after I was hired to check on me) This is a family and our AM is the best. Everyone above her is as responsive as Theresa. They truly care about me and the business. I am happy and like everyone I work for and with. And for me, that is a true miracle.","Our training could have been a little longer. and the chair in my office more comfortable, but that's about it.",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Very supportive company to work for,5.0,"Mar 23, 2024","Family oriented company. well-trained associates that makes themselves available for questions, Any time. If you love working with people and interacting with the public, this is a great place to do that.","Saturday shifts are mandatory. Working with the public sometimes means having to engage with unhappy customers, as well",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
My Review,5.0,"Feb 29, 2024",NSA is welcoming and helpful. Willing to work with you and understanding of situations.,"The only down side working with NSA is that we don't have another helper so it get difficult if 2 stores are closed at once and I can only cover one, Also if I need time of there's no extra coverage.",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Thoughts on my first 60 days,4.0,"Jan 19, 2024",NSA is a company who (seems) to care about their employees. Benefits A nice environment to work in with the resources to get the job done. Some locations have residences for the manager.,90 days waiting period to get paid holidays.,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Worst Employer,1.0,"Jul 7, 2024",Laid back day easy tasks,Worst company to ever work for,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Save yourself,1.0,"Apr 1, 2024",Some great property mamagers actually work here,"Horrible company to work for. Lack of communication, lack of leadership. Always going back on what they say. No advancement opportunities",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Great recruiter,4.0,"Nov 17, 2023","Great company to work for you gain office experience, computer experience, learn auction processes. It’s really more to it then you think.",I would say the down sides are the pay. Given the amount of work that is done I don’t believe the pay is where it should be. I wish we got off earlier during the week it would be so much easier on my kids and my family as a whole.,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Good company - grew too fast,4.0,"May 16, 2023","Great people to work with, solid company that really does try to make it better for their employees. I really loved my time here up until and somewhat after a few big mergers, and I learned so much that I have been able to take with me. I have nothing bad to say about the people who work here or their intentions.","Due to salaries stagnating and other intense growth pressure, the turnover at corporate became pretty high. The team never seemed to truly gel and most work was not in a teamwork capacity. Because management was so busy there was little to no time for reviews and feedback - leading employees to feel unsure and unsupported. I lost my drive due to feeling overworked, under-appreciated, and no longer in communication with the people who I used to have support from on a daily basis.",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
90 days,5.0,"May 7, 2024",Teamwork is very important and we have it down,"Too many software programs, seem redundant",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Overall a great place to work,5.0,"Nov 28, 2023","- clear strategy and vision from Executive Management - improvements in growing culture amidst growth - tools and resources I need to thrive - good collaboration between departments I work with - opportunities to voice concerns, suggestions, questions","- National Storage is catching up from a couple years of record setting growth. With this, there are some growing pains with culture, communication, etc. I have seen a concerted effort to address these items identified from an employee survey.",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
,5.0,"Dec 4, 2023",Working for NSA has given me the opportunity to reduce the level of personal liability. NSA has many resources to share amongst collogues. The benefits and perks are always a plus. The flexibility to be able to expand my growth as a leader.,"The hiring process can now take a bit longer when in need to new candidates. Working for a large company, it's harder to be noticed on small accomplishments.",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Family,5.0,"Apr 1, 2024","The compassion and integrity, the family feeling, never feel alone",There is no time for solitaire game,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Very Corporate,3.0,"Nov 20, 2023",If you enjoy a corporate work environment this will fit the bill. The supervisors I have worked under so far have been very reasonable and fair so far.,Corporate atmosphere Many responsibilities with little authority,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
NSA is a Fantastic Employer,5.0,"Nov 13, 2023",Flexible schedule Growth opportunities Mentorship Competitive benefits Trustworthy management Recognition of extra work Standing desks and great office location Supportive company culture and adherence to core values Work life balance,"Storage is a stable, not a glamours business. Personally, this is a pro for me but if you're the type of person who wants company name recognition you might want to look elsewhere.",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Opportunity for Growth and Support,5.0,"Nov 13, 2023","Being connected with a diverse community and learning from leaders in the industry. Part of the growth of the company - you have a voice Opportunity for advancement and the support to be able to do so, self growth. Hours of operation - closed every Sunday - Schedule is nice Thorough training and continue to develop in work and outside of work.",Fast growing organization that is ever growing and evolving.,National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
Nope,2.0,"Jan 18, 2024",Flexible schedule (for the most part),"Pay, workload, under appreciated, broken promises",National Storage Affiliates,NSA,2025-11-11,https://www.glassdoor.com/Reviews/National-Storage-Affiliates-Reviews-E2469764.htm
